1 smal auto 1/4 Cont 1 large auto 1/3 Cont Oversize auto1 Extra large auto 1/2 Cont MOTO ATV,Tricycle ir big motoJetski, Snowmobile(without trailer)
Jetski, Snowmobile
(with trailer) $100 electric car fee Material FEEConegstion FEE
Chicago IL Klaipeda 865 USD 965 USD 1175 USD 1650USD 350 USD 435 USD 435USD 800 USD YES 0 0
Savannah GA Klaipeda 650 USD 750USD 975 USD 1300USD 275 USD 325 USD 350USD 600USD YES 0 0
Newark NJ Klaipeda 650USD 750 USD 975USD 1300 US 275 USD 350USD 400 USD 650USD YES $25 0
Los Angeles CA Klaipeda 1150 USD 1325 USD 1575USD 2300USD 475USD 575 USD 750USD 1050 USD YES $25 0
Seatle WA Klaipeda 1550 USD 1700 USD 1975 USD 3100 USD 675USD 775 USD 775 USD 1350 USD YES $25
Houston TX Klaipeda 725 USD 825USD 1050USD 1450 USD 325USD 450Usd 425USD 625USD YES $25 0
